简码：一	y
翻译：低音用扩音器	woofer
翻译：体育馆	grmnasium
翻译：体育馆	gymnasium
翻译：余象	afterimage
翻译：佛骨塔;舍利塔	stupa
翻译：作家;创造者	author
翻译：佝偻病的	rachitic
翻译：佩饰;肩带	baldric
翻译：使...习惯	inured
翻译：使不合时宜	mistime
翻译：使不悦	displease
翻译：使中国化	sinicise
翻译：使中国化	sinicize
翻译：使作呕；患病	sicken
翻译：使佩带;围绕	engird
翻译：使入睡;解决	sopite
翻译：使再穿着	reclothe
翻译：使化为醚	etherify
翻译：使成碱性	alkalize
翻译：使成锯齿状	engrail
翻译：使改道	rechannel
翻译：使无效的	diriment
翻译：使液化	liquidise
翻译：使液化	liquidize
翻译：使温和;软化	milden
翻译：使烦恼;纠缠	pester
翻译：使狂喜	enrapture
翻译：使自动化	robotise
翻译：使自动化	robotize
翻译：使迷糊;使醉	fuddle
翻译：使配合不当	mismate
翻译：使重新统一	reunify
翻译：使镇静;使缓和	allay
翻译：使高兴；取悦	please
翻译：侍僧;助手	acolyte
翻译：侏儒	homunculus
翻译：侏儒;微型生物	pygmy
翻译：供穿缰绳的环	terret
翻译：依赖的	dependent
翻译：侮辱;蔑视	contemn
翻译：侮辱的	insulting
翻译：俏皮话	wisecrack
翻译：俗丽地穿着	bedizen
翻译：保存;节省;拯救	save
翻译：保守党员;保守派	tory
翻译：保湿	moisturise
翻译：保湿	moisturize
翻译：保藏于保藏室	ensile
翻译：保证人	guarantor
翻译：保证人	warranter
翻译：保证人	warrantor
翻译：保释；汲水；跳伞	bail
翻译：保险箱	strongbox
翻译：保龄球比赛者	kegler
翻译：信仰魔鬼	demonism
翻译：信号手	signalman
翻译：信天翁	albatross
翻译：信头	letterhead
翻译：信心	confidence
翻译：信赖;依赖;信任	rely
翻译：信赖;信用	reposal
翻译：信赖;吐露	confide
翻译：修理工	repairman
翻译：修理；改进；好转	mend
翻译：修道士	coenobite
翻译：倒填日期	postdate
翻译：倾听NUM	hearken
翻译：倾斜地	slantways
翻译：倾斜；冲刺姿势	atilt
翻译：倾盆大雨	downpour
翻译：假定;猜想	suppose
翻译：假的;冒充的	pseudo
翻译：假细菌	bacteroid
翻译：假设	hypothesis
翻译：假说	hypotheses
翻译：假货；伪造；伪装	fake
翻译：偏座	sidesaddle
翻译：停工时间	downtime
翻译：停机坪	hardstand
翻译：停止;终止;障碍	stop
翻译：停止；立定；休息	halt
翻译：停留;坚持;暂停	stay
翻译：健全	unimpaired
翻译：健康地	healthily
翻译：偶像;神像;佛像	joss
翻译：偷偷隐躲;偷懒	skulk
翻译：催眠士	hypnotist
翻译：催眠学	hypnology
翻译：催眠术的	mesmeric
翻译：傲慢；自豪	proudly
翻译：僚机驾驶员	wingman
翻译：兄弟;同属	sibling
翻译：充斥；吃饱；过量	glut
翻译：充电器	recharger
翻译：充血	hyperaemia
翻译：充血的	bloodshot
翻译：充足地;详细地	amply
翻译：充足的;丰富的	ample
翻译：兆字节	megabytes
翻译：先前存在	preexist
翻译：先父遗传	telegony
翻译：先生;士绅	esquire
翻译：先驱	forerunner
翻译：光亮;透明	lucency
翻译：光头	bareheaded
翻译：光束；微笑；发射	beam
翻译：光源	illuminant
翻译：光环；荣光；晕轮	halo
翻译：光盘只读存储器	cdrom
翻译：光轮;光环	aureola
翻译：光轮;光环	aureole
翻译：光辉的;闪耀的	glary
翻译：克制；避免	refrain
翻译：克服战胜	overcome
翻译：克莱斯勒	Chrysler
翻译：免职;废位	deposal
翻译：党羽	underlings
翻译：兜售；侦查；劝诱	tout
翻译：入迷的；全神贯注	rapt
翻译：全数复原	diplosis
翻译：全景的	panoramic
翻译：全等的	congruent
翻译：全部镀金	overgild
翻译：全音符	semibreve
翻译：全音阶的	diatonic
翻译：八十；八十的	eighty
翻译：八字脚	splayfoot
翻译：八目鳗类鱼	hagfish
翻译：八行两韵诗	triolet
翻译：公事包	briefcase
翻译：公众；公共的	public
翻译：公司;坚固;牢固	firm
翻译：公尺;格;韵律	metre
翻译：公民;市民	burgher
翻译：公益	commonweal
翻译：公社；密谈	commune
翻译：公约	convention
翻译：六行诗	hexastich
翻译：兰花;淡紫色	orchid
翻译：兰草的一种	boneset
翻译：共振;谐振	syntony
翻译：共谋的	collusive
翻译：关切；担忧	concern
翻译：关厂；零封	shutout
翻译：关心的	concerned
翻译：关税;价目表	tariff
翻译：关节炎	arthritis
翻译：关闭；封闭；锁住	shut
翻译：兴奋地	excitedly
翻译：兴奋药	analeptic
翻译：兵役免除税	scutage
翻译：其他；否则；另外	else
翻译：典当；抵押；兵卒	pawn
翻译：养老金	annuities
翻译：养育；培养	nurture
翻译：养育；收养的	foster
翻译：养蜂人	beekeeper
翻译：养蜂场;蜂房	apiary
翻译：养蜂家	beemaster
翻译：兽群；放牧；群集	herd
翻译：内分泌	incretion
翻译：内在的特性	inscape
翻译：内容;满足	content
翻译：内曲；弯曲	incurve
翻译：内淋巴	endolymph
翻译：内脏	purtenance
翻译：内脏;内容	viscera
翻译：内衣裤	underwear
翻译：内诊镜	endoscope
翻译：内野手	infielder
翻译：册;卷;大型书本	tome
翻译：再传唤	resummons
翻译：再入;再进	reentry
翻译：再婚	remarriage
翻译：再婚;复婚	remarry
翻译：再度出现	reemerge
翻译：再度觉醒	reawaken
翻译：再扩散	rediffuse
翻译：再版;翻版	reprint
翻译：再版书目	backlist
翻译：再证实	reconfirm
翻译：冒险的	venturous
翻译：冗长的谈话	gabfest
翻译：军舰;战船	warship
翻译：军阀;督军	warlord
翻译：军需品	munitions
翻译：农家庭院	farmyard
翻译：冰岛人	Icelander
翻译：冰布;冰崩	icefall
翻译：冲击；侵犯	impinge
翻译：冲动；推动	impulse
翻译：冲动；推动；催促	urge
翻译：冲撞；破折；泼溅	dash
翻译：冲电气(日本公司)	oki
翻译：冷持管	persister
翻译：冷落；怠慢；制止	snub
翻译：冷藏库;冰箱	icebox
翻译：冷酷无情	flintily
翻译：冻疮	chilblains
翻译：冻结的；僵硬的	froze
翻译：准平原	peneplain
翻译：凉爽；冷静；冷淡	cool
翻译：减压	decompress
翻译：减少；衰落	dwindle
翻译：减数	subtrahend
翻译：减速	decelerate
翻译：几乎;密切地	nearly
翻译：几何的	geometric
翻译：凯讯信息网	hopenet
翻译：凶兆的;预感	boding
翻译：出借人;贷方	lender
翻译：出声;发声	phonate
翻译：出席观看	spectate
翻译：出生率	birthrate
翻译：出生的;诞生的	natal
翻译：出租人;地主	lessor
翻译：出血	hemorrhage
翻译：出身微贱的	lowborn
翻译：击倒；凶猛；兽皮	fell
翻译：击退;厌恶	repulse
翻译：刀锋;刀口;剑	blade
翻译：刀；切割；刺伤	knife
翻译：分享;参与	partake
翻译：分别地;分开的	apart
翻译：分叉处;丫叉	crotch
翻译：分叉的;分歧的	forky
翻译：分娩	childbirth
翻译：分散器	disperser
翻译：分歧	divergence
翻译：分歧的	divergent
翻译：分段	segmenting
翻译：分水岭	watershed
翻译：分洪河道	floodway
翻译：分节的	segmental
翻译：分裂组织	meristem
翻译：分词	participle
翻译：分配;分摊指定	allot
翻译：分音符号	dieresis
翻译：分页	pagination
翻译：切石术	lithotomy
翻译：切薄片的机器	slicer
翻译：切除;切断	exscind
翻译：切除术	resection
翻译：划破；松土	scarify
翻译：划艇;小舟	rowboat
翻译：列宁主义	Leninism
翻译：列宁主义	Leninist
翻译：列祖列宗	forbears
翻译：列线图解	nomogram
翻译：列表;清单;目录	list
翻译：刚毛；发怒	bristle
翻译：创伤性	traumatic
翻译：利摩日瓷器	Limoges
翻译：利未记	Leviticus
翻译：利物浦	Liverpool
翻译：利血平	reserpine
翻译：到来；出现；合计	come
翻译：到那里	thereunto
翻译：制弓匠;弓商	bowyer
翻译：制板机	laminator
翻译：制造；建造；拟草	make
翻译：刷新;恢复	refresh
翻译：刺激；激励；刺棒	goad
翻译：刺痛；尝试；努力	stab
翻译：刻痕；缺口；阻击	nick
翻译：剃；修剪；掠过	shave
翻译：前桅支索	forestay
翻译：前者;前身的	former
翻译：前脚;前蹄	forepaw
翻译：剥皮;去皮;抢夺	flay
翻译：剧作家	dramatist
翻译：剩余;过剩	surplus
翻译：剩余的	remaining
翻译：剪;修剪;剥夺	shear
翻译：剪切块；挖剪	cutout
翻译：剪贴板	clipboard
翻译：剪贴簿	scrapbook
翻译：副产品	byproduct
翻译：副代理人	subagent
翻译：副官职	adjutancy
翻译：副崖	undercliff
翻译：副牧师的职务	curacy
翻译：副词的	adverbial
翻译：割让;转让	cession
翻译：劈痕;截口;切口	kerf
翻译：功绩；开发	exploit
翻译：加倍;倍增	doubled
翻译：加号；正的；附加	plus
翻译：加密	encryption
翻译：加强的	fortified
翻译：加热调制	fritting
翻译：加热；热情；激动	heat
翻译：劣质的；赝品	shoddy
翻译：动产	personalty
翻译：动产;奴隶	chattel
翻译：动产抵押人	pledgor
翻译：动态宿主配置协议	dhcp
翻译：动物占卜	zoomancy
翻译：动脉炎	arteritis
翻译：助听器	audiphone
翻译：劫机	skyjacking
翻译：劳动的	labouring
翻译：势利的人;假内行	snob
翻译：勇敢的人	ironside
翻译：勇敢的；华丽的	brave
翻译：勇气;精神	courage
翻译：勇气；拔；猛拉	pluck
翻译：包含在内	included
翻译：包囊;膀胱;囊肿	cyst
翻译：包围;环绕	environ
翻译：包裹;缠绕;覆盖	wrap
翻译：匍匐风铃草	rampion
翻译：化妆品	cosmetics
翻译：化学反应	reaction
翻译：化石;守旧的	fossil
翻译：北美产驯鹿	caribou
翻译：区域;面积;范围	area
翻译：区域；地带；分区	zone
翻译：医师;医学生	medico
翻译：十万万瓦	gigawatt
翻译：十二指肠	duodenum
翻译：十五;15	fifteen
翻译：十分地;完全地	fully
翻译：十四行的短诗	rondel
翻译：十字军	crusaders
翻译：十的;十进的	denary
翻译：千;成千	thousand
翻译：千字节	kilobytes
翻译：千里光	groundsel
翻译：升起的；复活的	risen
翻译：升降舵补助翼	elevon
翻译：半人半羊的农牧神	faun
翻译：半决赛	semifinal
翻译：半固体	semisolid
翻译：半月形的东西	lunule
翻译：半流体的消化物	chyme
翻译：半流质	semifluid
翻译：华丽地;欢乐地	gaily
翻译：华丽；炫耀	showily
翻译：华而不实	gimcrack
翻译：协定;协约	entente
翻译：卑劣;平均;意思	mean
翻译：单元;细胞;电池	cell
翻译：单核细胞	monocyte
翻译：单眼的	ocellated
翻译：单碱的	monobasic
翻译：单翼机	monoplane
翻译：单轨铁路	monorail
翻译：卖沙的小孩	sandboy
翻译：南极光	Australis
翻译：南极的	Antarctic
翻译：南洋杉	araucaria
翻译：南美产的热带鱼	tetra
翻译：卡	californium
翻译：卡纸	paperboard
翻译：卡车;铁路货车	lorry
翻译：卡迪拉克	Cadillac
翻译：卡通;漫画	cartoon
翻译：卢森堡	Luxemburg
翻译：卢森堡	luxemberg
翻译：卧床不起的	bedfast
翻译：卫生学	hygienics
翻译：卫生纸;纸;公文	bumf
翻译：印刷错误	misprint
翻译：印地安那州	Indiana
翻译：印度产的鹳类	argala
翻译：印欧语；亚利安	Aryan
翻译：印第安人村庄	pueblo
翻译：印花棉布	cretonne
翻译：印记；铭刻	imprint
翻译：印象;铭刻	impress
翻译：危言耸听	alarmism
翻译：危险的	dangerous
翻译：危险重重的	riskful
翻译：卵生的	oviparous
翻译：卷收；折叠；卷起	furl
翻译：卷曲的;古怪的	kinky
翻译：卷舌	tonguetied
翻译：卷轴;旋转;眩晕	reel
翻译：卸下的	unloading
翻译：厄瓜多尔的货币	Sucre
翻译：厄运；判决；注定	doom
翻译：历史;病历	history
翻译：压制;镇压	squelch
翻译：压力计	manometer
翻译：压碎；咯吱声	squish
翻译：压迫;压抑	oppress
翻译：厌恶女人	misogyny
翻译：厌恶结婚	misogamy
翻译：厌恶；作呕	disgust
翻译：厘升	centiliter
翻译：厘升	centilitre
翻译：厘米	centimeter
翻译：厘米	centimetre
翻译：厚岸草	glasswort
翻译：厚纸板	cardboard
翻译：厚羊毛毯;粗呢	baize
翻译：厚脸皮地	cheekily
翻译：原发症	idiopathy
翻译：原子;微粒;微量	atom
翻译：原子数	atomicity
翻译：原文照录（标注用）	sic
翻译：厨房;炊具	kitchen
翻译：去耦	decoupling
翻译：去限器	delimiter
翻译：参鱼之一种	pompano
翻译：叉子；分岔；分歧	fork
翻译：及物	transitive
翻译：友好;亲善关系	amity
翻译：友好拍背	backslap
翻译：双二极管	duodiode
翻译：双叶的	bifoliate
翻译：双曲线	hyperbola
翻译：双生;成对	twining
翻译：双簧管吹奏者	oboist
翻译：双线性的	bilinear
翻译：双角的	biangular
翻译：双语的	bilingual
翻译：反常的	unnatural
翻译：反应器	responder
翻译：反征兵	antidraft
翻译：反手击球	backhand
翻译：反逆的	inversive
翻译：发光；热情；赤热	glow
翻译：发冷的;寒冷的	algid
翻译：发声的；声乐的	vocal
翻译：发怒；吹胀；恐吓	huff
翻译：发掘;揭露	unearth
翻译：发汗装置	sweatbox
翻译：发狂的;狂热的	crazy
翻译：发现;找到;认为	find
翻译：发票；清单	invoice
翻译：发荧光	fluoresce
翻译：发酵；动乱	ferment
翻译：发问者;请求者	asker
翻译：发霉的;腐臭的	moldy
翻译：取消选定	deselect
翻译：受人利用者	catspaw
翻译：受启发的	inspired
翻译：变平；打倒	flatten
翻译：变更	variations
翻译：变甜的	sweetened
翻译：变陡;陡峭	steepen
翻译：叙事诗;史诗	epopee
翻译：叙述;说明	marrate
翻译：口吃；结巴	stammer
翻译：口吃；结巴	stutter
翻译：口哨;鸣笛	whistle
翻译：古代北欧文字的	runic
翻译：古代巨鸟;渡渡鸟	dodo
翻译：古怪的	quizzical
翻译：古新纪	paleocene
翻译：古生代	paleozoic
翻译：叫嚷；喧闹；不满	yawp
翻译：召集;聚集	convene
翻译：叮当声；押韵	jingle
翻译：可伸长的	tensible
翻译：可使用的	workable
翻译：可供食用之甜菜	chard
翻译：可分类的	sortable
翻译：可变现的	cashable
翻译：可可子;可可树	cacao
翻译：可宽恕	veniality
翻译：可得到的	gainable
翻译：可怕的;庄严的	awful
翻译：可折叠	accordion
翻译：可教育的	educable
翻译：可替代物	fungible
翻译：可模仿的	imitable
翻译：可汗;商队的宿店	khan
翻译：可洗涤的	rinsable
翻译：可涉水过的	wadable
翻译：可满足的	satiable
翻译：可演奏的	playable
翻译：可爱	likability
翻译：可用性	usability
翻译：可疑的	dubitable
翻译：可的松	cortisone
翻译：可确定时代	datable
翻译：可签名的	signable
翻译：可编程只读存储器	prom
翻译：可补偿的	atonable
翻译：可要求的	exigible
翻译：可说服的	exorable
翻译：可邮寄的	mailable
翻译：可鞣制的	tannable
翻译：可驯服的	tameable
翻译：台子;讲坛	estrade
翻译：台湾人	Taiwanese
翻译：右手的	righthand
翻译：叶兰	aspidistra
翻译：叶脉;翅脉	nervure
翻译：叹息;叹气	suspire
翻译：叽叽嘎嘎的;	creaky
翻译：吃力	exhausting
翻译：吃荤	meateating
翻译：合唱队；齐声	Chorus
翻译：合身;适合;准备好	fit
翻译：合音	synaeresis
翻译：吉普赛人；流浪	gypsy
翻译：吊床;小丘	hammock
翻译：同仁	colleagues
翻译：同住者;居民	inmate
翻译：同志;伙伴	comrade
翻译：同时代	coevality
翻译：同步数据链路控制	sdlc
翻译：同素体	allotrope
翻译：同胞	compatriot
翻译：同船水手	shipmate
翻译：名叫...的	yclept
翻译：名声;光荣;荣誉	kudo
翻译：名称;姓名;名誉	name
翻译：后接词	proclitic
翻译：后生动物	metazoan
翻译：后甲板	afterdeck
翻译：后退；背部；支持	back
翻译：后部撑物	backstay
翻译：后面;越位	offside
翻译：吐痰;唾弃;小雨	spit
翻译：向北的	northward
翻译：向南的	southerly
翻译：向后地	backkward
翻译：向后地;朝后地	aback
翻译：向地的	earthward
翻译：向日葵	sunflower
翻译：吝啬鬼	skinflint
翻译：吟游诗人	minstrel
翻译：否定;反驳	gainsay
翻译：否定性的	negatory
翻译：否认;消除	sublate
翻译：含有镱的	ytterbic
